municipio,periodo_global,REM,Model,Flag,APC,Joinpoints,Final Selected Model
POLONUEVO,16,1.00,3.72,,-4.8631*,2,2
POLONUEVO,27,0.93,2.15,,-4.8631*,2,2
POLONUEVO,26,0.84,2.26,,-4.8631*,2,2
POLONUEVO,25,0.22,2.37,,-4.8631*,2,2
POLONUEVO,24,1.69,2.49,,-4.8631*,2,2
POLONUEVO,29,0.65,1.94,,-4.8631*,2,2
POLONUEVO,22,15.79,2.76,,-4.8631*,2,2
POLONUEVO,21,15.82,2.90,,-4.8631*,2,2
POLONUEVO,20,3.98,3.05,,-4.8631*,2,2
POLONUEVO,19,5.71,3.20,,-4.8631*,2,2
POLONUEVO,18,5.64,3.36,,-4.8631*,2,2
POLONUEVO,23,2.23,2.62,,-4.8631*,2,2
PONEDERA,54,0.25,0.25,,19.5551*,4,4
PONEDERA,65,0.07,0.12,Joinpoint 4,,4,4
PONEDERA,59,0.94,0.62,,19.5551*,4,4
PONEDERA,60,0.39,0.74,,19.5551*,4,4
PONEDERA,61,0.63,0.89,,19.5551*,4,4
PONEDERA,62,0.88,1.06,Joinpoint 3,,4,4
PONEDERA,63,1.48,0.52,,-51.2115*,4,4
PONEDERA,64,0.26,0.25,,-51.2115*,4,4
PONEDERA,66,0.10,0.17,,34.7737*,4,4
PONEDERA,75,1.61,2.43,,34.7737*,4,4
PONEDERA,68,0.83,0.30,,34.7737*,4,4
PONEDERA,70,0.61,0.55,,34.7737*,4,4
PONEDERA,71,0.83,0.74,,34.7737*,4,4
PONEDERA,73,1.12,1.34,,34.7737*,4,4
PONEDERA,76,4.19,3.28,,34.7737*,4,4
PONEDERA,77,5.93,4.42,,34.7737*,4,4
PONEDERA,78,4.41,5.96,,34.7737*,4,4
PONEDERA,52,0.20,0.18,Joinpoint 2,,4,4
PONEDERA,67,0.18,0.22,,34.7737*,4,4
PONEDERA,51,0.21,0.19,,-8.2632*,4,4
PONEDERA,49,0.11,0.23,,-8.2632*,4,4
PONEDERA,15,1.16,0.79,,7.0627*,4,4
PONEDERA,2,0.43,0.33,,7.0627*,4,4
PONEDERA,10,0.28,0.56,,7.0627*,4,4
PONEDERA,12,0.74,0.64,,7.0627*,4,4
PONEDERA,14,0.59,0.74,,7.0627*,4,4
PONEDERA,16,1.52,0.85,,7.0627*,4,4
PONEDERA,20,1.31,1.11,,7.0627*,4,4
PONEDERA,21,0.35,1.19,,7.0627*,4,4
PONEDERA,48,0.15,0.25,,-8.2632*,4,4
PONEDERA,23,3.41,1.36,,7.0627*,4,4
PONEDERA,22,0.71,1.27,,7.0627*,4,4
PONEDERA,25,2.36,1.56,,7.0627*,4,4
PONEDERA,26,2.06,1.67,Joinpoint 1,,4,4
PONEDERA,27,1.42,1.54,,-8.2632*,4,4
PONEDERA,28,2.03,1.41,,-8.2632*,4,4
PONEDERA,29,0.50,1.29,,-8.2632*,4,4
PONEDERA,31,1.61,1.09,,-8.2632*,4,4
PONEDERA,36,0.83,0.71,,-8.2632*,4,4
PONEDERA,39,0.71,0.55,,-8.2632*,4,4
PONEDERA,47,0.69,0.27,,-8.2632*,4,4
PONEDERA,24,1.03,1.46,,7.0627*,4,4
PUERTO COLOMBIA,60,6.60,3.17,,-11.9526*,2,2
PUERTO COLOMBIA,59,6.33,3.60,,-11.9526*,2,2
PUERTO COLOMBIA,58,7.02,4.09,,-11.9526*,2,2
PUERTO COLOMBIA,57,5.91,4.64,Joinpoint 2,,2,2
PUERTO COLOMBIA,56,2.40,3.31,,40.0552*,2,2
PUERTO COLOMBIA,50,0.17,0.44,Joinpoint 1,,2,2
PUERTO COLOMBIA,54,1.85,1.69,,40.0552*,2,2
PUERTO COLOMBIA,53,1.93,1.21,,40.0552*,2,2
PUERTO COLOMBIA,52,1.53,0.86,,40.0552*,2,2
PUERTO COLOMBIA,51,0.86,0.62,,40.0552*,2,2
PUERTO COLOMBIA,61,3.99,2.79,,-11.9526*,2,2
PUERTO COLOMBIA,55,1.85,2.37,,40.0552*,2,2
PUERTO COLOMBIA,62,3.33,2.46,,-11.9526*,2,2
PUERTO COLOMBIA,75,0.56,0.47,,-11.9526*,2,2
PUERTO COLOMBIA,64,1.25,1.90,,-11.9526*,2,2
PUERTO COLOMBIA,66,0.40,1.48,,-11.9526*,2,2
PUERTO COLOMBIA,67,0.39,1.30,,-11.9526*,2,2
PUERTO COLOMBIA,68,1.27,1.14,,-11.9526*,2,2
PUERTO COLOMBIA,69,0.98,1.01,,-11.9526*,2,2
PUERTO COLOMBIA,70,1.07,0.89,,-11.9526*,2,2
PUERTO COLOMBIA,71,1.09,0.78,,-11.9526*,2,2
PUERTO COLOMBIA,72,0.17,0.69,,-11.9526*,2,2
PUERTO COLOMBIA,73,0.49,0.61,,-11.9526*,2,2
PUERTO COLOMBIA,76,1.02,0.41,,-11.9526*,2,2
PUERTO COLOMBIA,77,0.32,0.36,,-11.9526*,2,2
PUERTO COLOMBIA,78,1.07,0.32,,-11.9526*,2,2
PUERTO COLOMBIA,63,1.58,2.16,,-11.9526*,2,2
PUERTO COLOMBIA,47,0.16,0.44,,-0.4242,2,2
PUERTO COLOMBIA,65,0.84,1.68,,-11.9526*,2,2
PUERTO COLOMBIA,41,0.67,0.46,,-0.4242,2,2
PUERTO COLOMBIA,1,0.29,0.54,,-0.4242,2,2
PUERTO COLOMBIA,2,0.21,0.54,,-0.4242,2,2
PUERTO COLOMBIA,5,0.53,0.53,,-0.4242,2,2
PUERTO COLOMBIA,6,0.46,0.53,,-0.4242,2,2
PUERTO COLOMBIA,7,1.32,0.53,,-0.4242,2,2
PUERTO COLOMBIA,8,0.86,0.53,,-0.4242,2,2
PUERTO COLOMBIA,9,0.42,0.52,,-0.4242,2,2
PUERTO COLOMBIA,11,0.72,0.52,,-0.4242,2,2
PUERTO COLOMBIA,13,0.25,0.51,,-0.4242,2,2
PUERTO COLOMBIA,14,0.28,0.51,,-0.4242,2,2
PUERTO COLOMBIA,18,0.81,0.50,,-0.4242,2,2
PUERTO COLOMBIA,44,0.94,0.45,,-0.4242,2,2
PUERTO COLOMBIA,19,2.88,0.50,,-0.4242,2,2
PUERTO COLOMBIA,12,1.17,0.52,,-0.4242,2,2
PUERTO COLOMBIA,21,0.33,0.50,,-0.4242,2,2
PUERTO COLOMBIA,20,0.41,0.50,,-0.4242,2,2
PUERTO COLOMBIA,37,0.38,0.46,,-0.4242,2,2
PUERTO COLOMBIA,36,0.38,0.47,,-0.4242,2,2
PUERTO COLOMBIA,30,0.58,0.48,,-0.4242,2,2
PUERTO COLOMBIA,29,1.15,0.48,,-0.4242,2,2
PUERTO COLOMBIA,28,0.74,0.48,,-0.4242,2,2
PUERTO COLOMBIA,40,0.26,0.46,,-0.4242,2,2
PUERTO COLOMBIA,26,0.67,0.49,,-0.4242,2,2
PUERTO COLOMBIA,25,0.63,0.49,,-0.4242,2,2
PUERTO COLOMBIA,24,0.49,0.49,,-0.4242,2,2
PUERTO COLOMBIA,23,0.20,0.49,,-0.4242,2,2
PUERTO COLOMBIA,22,0.17,0.49,,-0.4242,2,2
PUERTO COLOMBIA,27,0.49,0.48,,-0.4242,2,2
REPELÓN,39,0.65,0.83,,-18.1445*,2,2
REPELÓN,40,1.03,0.68,,-18.1445*,2,2
REPELÓN,50,0.08,0.09,,-18.1445*,2,2
REPELÓN,51,0.06,0.07,Joinpoint 2,,2,2
REPELÓN,52,0.18,0.08,,7.0213,2,2
REPELÓN,62,0.13,0.16,,7.0213,2,2
REPELÓN,61,0.14,0.15,,7.0213,2,2
REPELÓN,64,0.08,0.18,,7.0213,2,2
REPELÓN,66,0.09,0.21,,7.0213,2,2
REPELÓN,74,0.92,0.36,,7.0213,2,2
REPELÓN,38,0.63,1.01,,-18.1445*,2,2
REPELÓN,59,0.17,0.13,,7.0213,2,2
REPELÓN,37,1.49,1.23,,-18.1445*,2,2
REPELÓN,30,1.15,2.51,,15.6672*,2,2
REPELÓN,35,2.57,1.84,,-18.1445*,2,2
REPELÓN,36,1.52,1.51,,-18.1445*,2,2
REPELÓN,10,0.25,0.14,,15.6672*,2,2
REPELÓN,20,0.40,0.59,,15.6672*,2,2
REPELÓN,25,0.61,1.21,,15.6672*,2,2
REPELÓN,26,1.99,1.40,,15.6672*,2,2
REPELÓN,27,2.16,1.62,,15.6672*,2,2
REPELÓN,23,0.39,0.91,,15.6672*,2,2
REPELÓN,29,2.28,2.17,,15.6672*,2,2
REPELÓN,31,5.84,2.90,,15.6672*,2,2
REPELÓN,32,6.63,3.36,Joinpoint 1,,2,2
REPELÓN,34,1.55,2.25,,-18.1445*,2,2
REPELÓN,28,2.21,1.88,,15.6672*,2,2
SABANAGRANDE,41,1.07,1.95,,-24.1188*,3,3
SABANAGRANDE,60,0.19,0.18,,4.2284,3,3
SABANAGRANDE,45,0.96,0.65,,-24.1188*,3,3
SABANAGRANDE,49,0.15,0.21,,-24.1188*,3,3
SABANAGRANDE,51,0.05,0.12,Joinpoint 3,,3,3
SABANAGRANDE,52,0.29,0.13,,4.2284,3,3
SABANAGRANDE,53,0.12,0.13,,4.2284,3,3
SABANAGRANDE,54,0.17,0.14,,4.2284,3,3
SABANAGRANDE,78,0.35,0.38,,4.2284,3,3
SABANAGRANDE,68,0.59,0.25,,4.2284,3,3
SABANAGRANDE,62,0.10,0.19,,4.2284,3,3
SABANAGRANDE,63,0.28,0.20,,4.2284,3,3
SABANAGRANDE,64,0.19,0.21,,4.2284,3,3
SABANAGRANDE,66,0.07,0.23,,4.2284,3,3
SABANAGRANDE,69,0.53,0.26,,4.2284,3,3
SABANAGRANDE,72,0.28,0.29,,4.2284,3,3
SABANAGRANDE,75,0.23,0.33,,4.2284,3,3
SABANAGRANDE,40,3.68,2.57,Joinpoint 2,,3,3
SABANAGRANDE,61,0.34,0.19,,4.2284,3,3
SABANAGRANDE,39,4.12,2.14,,20.4291*,3,3
SABANAGRANDE,20,0.32,0.35,,-2.7986,3,3
SABANAGRANDE,37,0.59,1.47,,20.4291*,3,3
SABANAGRANDE,38,2.02,1.77,,20.4291*,3,3
SABANAGRANDE,4,1.08,0.55,,-2.7986,3,3
SABANAGRANDE,6,0.70,0.52,,-2.7986,3,3
SABANAGRANDE,8,0.65,0.49,,-2.7986,3,3
SABANAGRANDE,9,0.32,0.47,,-2.7986,3,3
SABANAGRANDE,10,0.21,0.46,,-2.7986,3,3
SABANAGRANDE,11,0.55,0.45,,-2.7986,3,3
SABANAGRANDE,12,0.14,0.44,,-2.7986,3,3
SABANAGRANDE,1,0.44,0.59,,-2.7986,3,3
SABANAGRANDE,21,0.51,0.34,,-2.7986,3,3
SABANAGRANDE,22,0.52,0.33,,-2.7986,3,3
SABANAGRANDE,23,0.62,0.32,,-2.7986,3,3
SABANAGRANDE,24,0.19,0.31,,-2.7986,3,3
SABANAGRANDE,25,0.12,0.30,,-2.7986,3,3
SABANAGRANDE,26,0.28,0.29,,-2.7986,3,3
SABANAGRANDE,27,0.34,0.28,,-2.7986,3,3
SABANAGRANDE,16,1.11,0.39,,-2.7986,3,3
SABANAGRANDE,28,0.29,0.28,Joinpoint 1,,3,3
SABANALARGA,58,1.24,0.64,,-3.2062*,1,1
SABANALARGA,57,0.90,0.66,,-3.2062*,1,1
SABANALARGA,56,1.23,0.68,,-3.2062*,1,1
SABANALARGA,55,0.60,0.70,,-3.2062*,1,1
SABANALARGA,54,0.51,0.73,,-3.2062*,1,1
SABANALARGA,53,0.99,0.75,,-3.2062*,1,1
SABANALARGA,52,0.67,0.78,,-3.2062*,1,1
SABANALARGA,48,0.56,0.88,,-3.2062*,1,1
SABANALARGA,50,1.15,0.83,,-3.2062*,1,1
SABANALARGA,49,0.42,0.86,,-3.2062*,1,1
SABANALARGA,47,1.07,0.91,,-3.2062*,1,1
SABANALARGA,46,0.71,0.94,,-3.2062*,1,1
SABANALARGA,45,0.35,0.98,,-3.2062*,1,1
SABANALARGA,44,1.07,1.01,,-3.2062*,1,1
SABANALARGA,59,1.94,0.62,,-3.2062*,1,1
SABANALARGA,51,0.72,0.80,,-3.2062*,1,1
SABANALARGA,60,1.57,0.60,,-3.2062*,1,1
SABANALARGA,69,0.97,0.45,,-3.2062*,1,1
SABANALARGA,62,0.91,0.56,,-3.2062*,1,1
SABANALARGA,43,0.38,1.04,,-3.2062*,1,1
SABANALARGA,77,0.19,0.34,,-3.2062*,1,1
SABANALARGA,76,0.48,0.36,,-3.2062*,1,1
SABANALARGA,75,0.25,0.37,,-3.2062*,1,1
SABANALARGA,74,0.35,0.38,,-3.2062*,1,1
SABANALARGA,73,0.29,0.39,,-3.2062*,1,1
SABANALARGA,72,0.10,0.40,,-3.2062*,1,1
SABANALARGA,71,0.43,0.42,,-3.2062*,1,1
SABANALARGA,70,0.32,0.43,,-3.2062*,1,1
SABANALARGA,68,0.32,0.46,,-3.2062*,1,1
SABANALARGA,67,0.37,0.48,,-3.2062*,1,1
SABANALARGA,66,0.37,0.49,,-3.2062*,1,1
SABANALARGA,78,0.38,0.33,,-3.2062*,1,1
SABANALARGA,64,0.57,0.53,,-3.2062*,1,1
SABANALARGA,63,1.08,0.54,,-3.2062*,1,1
SABANALARGA,61,1.67,0.58,,-3.2062*,1,1
SABANALARGA,41,0.58,1.11,,-3.2062*,1,1
SABANALARGA,65,0.47,0.51,,-3.2062*,1,1
SABANALARGA,39,2.01,1.19,,-3.2062*,1,1
SABANALARGA,16,1.37,2.05,,18.4037*,1,1
SABANALARGA,15,1.89,1.73,,18.4037*,1,1
SABANALARGA,13,1.25,1.24,,18.4037*,1,1
SABANALARGA,12,1.00,1.04,,18.4037*,1,1
SABANALARGA,11,0.95,0.88,,18.4037*,1,1
SABANALARGA,10,0.72,0.74,,18.4037*,1,1
SABANALARGA,9,0.78,0.63,,18.4037*,1,1
SABANALARGA,8,0.91,0.53,,18.4037*,1,1
SABANALARGA,7,0.28,0.45,,18.4037*,1,1
SABANALARGA,6,0.73,0.38,,18.4037*,1,1
SABANALARGA,5,0.28,0.32,,18.4037*,1,1
SABANALARGA,3,0.59,0.23,,18.4037*,1,1
SABANALARGA,2,0.11,0.19,,18.4037*,1,1
SABANALARGA,1,0.08,0.16,,18.4037*,1,1
SABANALARGA,40,1.32,1.15,,-3.2062*,1,1
SABANALARGA,17,2.73,2.43,Joinpoint 1,,1,1
SABANALARGA,18,3.99,2.35,,-3.2062*,1,1
SABANALARGA,14,1.51,1.46,,18.4037*,1,1
SABANALARGA,20,3.91,2.20,,-3.2062*,1,1
SABANALARGA,38,1.62,1.23,,-3.2062*,1,1
SABANALARGA,37,3.37,1.27,,-3.2062*,1,1
SABANALARGA,36,1.50,1.31,,-3.2062*,1,1
SABANALARGA,35,1.70,1.35,,-3.2062*,1,1
SABANALARGA,19,3.36,2.28,,-3.2062*,1,1
SABANALARGA,32,0.94,1.49,,-3.2062*,1,1
SABANALARGA,30,0.65,1.59,,-3.2062*,1,1
SABANALARGA,29,0.77,1.64,,-3.2062*,1,1
SABANALARGA,34,1.76,1.40,,-3.2062*,1,1
SABANALARGA,27,0.95,1.75,,-3.2062*,1,1
SABANALARGA,26,1.42,1.81,,-3.2062*,1,1
SABANALARGA,25,1.60,1.87,,-3.2062*,1,1
SABANALARGA,24,2.32,1.93,,-3.2062*,1,1
SABANALARGA,23,1.86,2.00,,-3.2062*,1,1
SABANALARGA,22,2.55,2.06,,-3.2062*,1,1
SABANALARGA,21,2.40,2.13,,-3.2062*,1,1
SABANALARGA,28,0.84,1.70,,-3.2062*,1,1
SANTA LUCÍA,52,0.29,0.62,,-4.7578,0,0
SANTA LUCÍA,53,0.75,0.59,,-4.7578,0,0
SANTA LUCÍA,54,1.76,0.56,,-4.7578,0,0
SANTA LUCÍA,55,0.66,0.54,,-4.7578,0,0
SANTA LUCÍA,70,0.87,0.26,,-4.7578,0,0
SANTA LUCÍA,65,0.10,0.33,,-4.7578,0,0
SANTA LUCÍA,66,0.14,0.31,,-4.7578,0,0
SANTA LUCÍA,51,0.10,0.65,,-4.7578,0,0
SANTA LUCÍA,56,0.97,0.51,,-4.7578,0,0
SANTA LUCÍA,50,0.40,0.69,,-4.7578,0,0
SANTA LUCÍA,27,0.17,2.10,,-4.7578,0,0
SANTA LUCÍA,36,1.22,1.36,,-4.7578,0,0
SANTA LUCÍA,35,5.52,1.42,,-4.7578,0,0
SANTA LUCÍA,34,10.02,1.50,,-4.7578,0,0
SANTA LUCÍA,33,6.14,1.57,,-4.7578,0,0
SANTA LUCÍA,32,8.01,1.65,,-4.7578,0,0
SANTA LUCÍA,31,7.06,1.73,,-4.7578,0,0
SANTA LUCÍA,26,0.38,2.21,,-4.7578,0,0
SANTA LUCÍA,17,1.57,3.43,,-4.7578,0,0
SANTA LUCÍA,49,0.31,0.72,,-4.7578,0,0
SANTO TOMÁS,62,0.11,0.18,,-1.9764*,1,1
SANTO TOMÁS,60,0.10,0.18,,-1.9764*,1,1
SANTO TOMÁS,56,1.04,0.20,,-1.9764*,1,1
SANTO TOMÁS,52,0.16,0.22,,-1.9764*,1,1
SANTO TOMÁS,54,0.19,0.21,,-1.9764*,1,1
SANTO TOMÁS,53,0.13,0.21,,-1.9764*,1,1
SANTO TOMÁS,63,0.30,0.17,,-1.9764*,1,1
SANTO TOMÁS,51,0.22,0.22,,-1.9764*,1,1
SANTO TOMÁS,55,0.35,0.20,,-1.9764*,1,1
SANTO TOMÁS,64,0.07,0.17,Joinpoint 1,,1,1
SANTO TOMÁS,71,0.63,0.35,,10.7750,1,1
SANTO TOMÁS,66,0.23,0.21,,10.7750,1,1
SANTO TOMÁS,70,1.85,0.31,,10.7750,1,1
SANTO TOMÁS,73,0.17,0.43,,10.7750,1,1
SANTO TOMÁS,74,0.26,0.47,,10.7750,1,1
SANTO TOMÁS,75,0.49,0.52,,10.7750,1,1
SANTO TOMÁS,76,0.71,0.58,,10.7750,1,1
SANTO TOMÁS,77,1.13,0.64,,10.7750,1,1
SANTO TOMÁS,78,0.37,0.71,,10.7750,1,1
SANTO TOMÁS,50,0.07,0.22,,-1.9764*,1,1
SANTO TOMÁS,65,0.11,0.19,,10.7750,1,1
SANTO TOMÁS,49,0.08,0.23,,-1.9764*,1,1
SANTO TOMÁS,61,0.24,0.18,,-1.9764*,1,1
SANTO TOMÁS,40,0.88,0.27,,-1.9764*,1,1
SANTO TOMÁS,48,0.12,0.23,,-1.9764*,1,1
SANTO TOMÁS,1,0.47,0.60,,-1.9764*,1,1
SANTO TOMÁS,3,0.92,0.57,,-1.9764*,1,1
SANTO TOMÁS,5,0.88,0.55,,-1.9764*,1,1
SANTO TOMÁS,11,0.20,0.49,,-1.9764*,1,1
SANTO TOMÁS,12,0.15,0.48,,-1.9764*,1,1
SANTO TOMÁS,18,0.68,0.43,,-1.9764*,1,1
SANTO TOMÁS,19,0.69,0.42,,-1.9764*,1,1
SANTO TOMÁS,20,0.69,0.41,,-1.9764*,1,1
SANTO TOMÁS,21,0.55,0.40,,-1.9764*,1,1
SANTO TOMÁS,22,0.28,0.39,,-1.9764*,1,1
SANTO TOMÁS,6,0.76,0.54,,-1.9764*,1,1
SANTO TOMÁS,25,0.13,0.37,,-1.9764*,1,1
SANTO TOMÁS,24,0.41,0.38,,-1.9764*,1,1
SANTO TOMÁS,37,1.28,0.29,,-1.9764*,1,1
SANTO TOMÁS,30,1.00,0.33,,-1.9764*,1,1
SANTO TOMÁS,29,0.39,0.34,,-1.9764*,1,1
SANTO TOMÁS,34,1.34,0.31,,-1.9764*,1,1
SANTO TOMÁS,27,0.09,0.36,,-1.9764*,1,1
SANTO TOMÁS,26,0.10,0.36,,-1.9764*,1,1
SANTO TOMÁS,28,0.32,0.35,,-1.9764*,1,1
SANTO TOMÁS,39,0.28,0.28,,-1.9764*,1,1
SOLEDAD,24,0.55,0.43,,1.7455*,1,1
SOLEDAD,29,0.72,0.46,,1.7455*,1,1
SOLEDAD,25,0.81,0.43,,1.7455*,1,1
SOLEDAD,26,0.79,0.44,,1.7455*,1,1
SOLEDAD,27,0.93,0.45,,1.7455*,1,1
SOLEDAD,23,0.43,0.42,,1.7455*,1,1
SOLEDAD,28,0.84,0.46,,1.7455*,1,1
SOLEDAD,33,0.49,0.50,,1.7455*,1,1
SOLEDAD,31,0.25,0.48,,1.7455*,1,1
SOLEDAD,32,0.42,0.49,,1.7455*,1,1
SOLEDAD,34,0.26,0.51,,1.7455*,1,1
SOLEDAD,35,0.33,0.52,,1.7455*,1,1
SOLEDAD,36,0.32,0.52,,1.7455*,1,1
SOLEDAD,22,0.26,0.41,,1.7455*,1,1
SOLEDAD,37,0.32,0.53,,1.7455*,1,1
SOLEDAD,30,0.29,0.47,,1.7455*,1,1
SOLEDAD,21,0.43,0.40,,1.7455*,1,1
SOLEDAD,10,0.59,0.64,,-6.1870*,1,1
SOLEDAD,19,0.48,0.39,,1.7455*,1,1
SOLEDAD,3,1.14,1.00,,-6.1870*,1,1
SOLEDAD,4,0.87,0.94,,-6.1870*,1,1
SOLEDAD,5,0.83,0.88,,-6.1870*,1,1
SOLEDAD,6,0.41,0.83,,-6.1870*,1,1
SOLEDAD,7,0.52,0.78,,-6.1870*,1,1
SOLEDAD,8,0.73,0.73,,-6.1870*,1,1
SOLEDAD,9,0.81,0.68,,-6.1870*,1,1
SOLEDAD,20,0.46,0.40,,1.7455*,1,1
SOLEDAD,38,0.54,0.54,,1.7455*,1,1
SOLEDAD,12,0.62,0.56,,-6.1870*,1,1
SOLEDAD,13,0.58,0.53,,-6.1870*,1,1
SOLEDAD,14,0.63,0.50,,-6.1870*,1,1
SOLEDAD,15,0.73,0.47,,-6.1870*,1,1
SOLEDAD,16,0.33,0.44,,-6.1870*,1,1
SOLEDAD,17,0.37,0.41,,-6.1870*,1,1
SOLEDAD,18,0.27,0.38,Joinpoint 1,,1,1
SOLEDAD,11,0.50,0.60,,-6.1870*,1,1
SOLEDAD,39,0.59,0.55,,1.7455*,1,1
SOLEDAD,49,0.77,0.66,,1.7455*,1,1
SOLEDAD,76,0.80,1.05,,1.7455*,1,1
SOLEDAD,62,1.04,0.82,,1.7455*,1,1
SOLEDAD,63,1.09,0.84,,1.7455*,1,1
SOLEDAD,64,1.41,0.85,,1.7455*,1,1
SOLEDAD,65,1.41,0.87,,1.7455*,1,1
SOLEDAD,66,1.56,0.88,,1.7455*,1,1
SOLEDAD,67,1.42,0.90,,1.7455*,1,1
SOLEDAD,68,1.14,0.91,,1.7455*,1,1
SOLEDAD,69,0.91,0.93,,1.7455*,1,1
SOLEDAD,70,1.14,0.94,,1.7455*,1,1
SOLEDAD,71,1.02,0.96,,1.7455*,1,1
SOLEDAD,72,0.74,0.98,,1.7455*,1,1
SOLEDAD,73,0.87,1.00,,1.7455*,1,1
SOLEDAD,74,0.92,1.01,,1.7455*,1,1
SOLEDAD,75,0.79,1.03,,1.7455*,1,1
SOLEDAD,2,1.50,1.07,,-6.1870*,1,1
SOLEDAD,61,0.82,0.81,,1.7455*,1,1
SOLEDAD,60,0.53,0.79,,1.7455*,1,1
SOLEDAD,59,0.44,0.78,,1.7455*,1,1
SOLEDAD,58,0.28,0.77,,1.7455*,1,1
SOLEDAD,41,0.74,0.57,,1.7455*,1,1
SOLEDAD,42,0.37,0.58,,1.7455*,1,1
SOLEDAD,43,0.45,0.59,,1.7455*,1,1
SOLEDAD,44,0.40,0.60,,1.7455*,1,1
SOLEDAD,45,0.72,0.61,,1.7455*,1,1
SOLEDAD,46,0.53,0.62,,1.7455*,1,1
SOLEDAD,47,0.45,0.63,,1.7455*,1,1
SOLEDAD,40,0.55,0.56,,1.7455*,1,1
SOLEDAD,48,0.48,0.65,,1.7455*,1,1
SOLEDAD,51,1.37,0.68,,1.7455*,1,1
SOLEDAD,52,1.34,0.69,,1.7455*,1,1
SOLEDAD,53,1.23,0.70,,1.7455*,1,1
SOLEDAD,54,1.11,0.72,,1.7455*,1,1
SOLEDAD,55,0.96,0.73,,1.7455*,1,1
SOLEDAD,56,0.60,0.74,,1.7455*,1,1
SOLEDAD,57,0.38,0.75,,1.7455*,1,1
SOLEDAD,50,1.04,0.67,,1.7455*,1,1
SOLEDAD,1,1.55,1.14,,-6.1870*,1,1
SOLEDAD,78,1.01,1.09,,1.7455*,1,1
SOLEDAD,77,0.96,1.07,,1.7455*,1,1
SUAN,56,2.63,1.52,,0.8058,0,0
SUAN,54,5.72,1.50,,0.8058,0,0
SUAN,55,6.29,1.51,,0.8058,0,0
SUAN,57,5.62,1.53,,0.8058,0,0
SUAN,58,6.52,1.55,,0.8058,0,0
SUAN,59,2.55,1.56,,0.8058,0,0
SUAN,60,2.55,1.57,,0.8058,0,0
SUAN,61,0.92,1.58,,0.8058,0,0
SUAN,62,0.29,1.60,,0.8058,0,0
SUAN,71,3.21,1.71,,0.8058,0,0
SUAN,73,0.43,1.74,,0.8058,0,0
SUAN,74,2.62,1.76,,0.8058,0,0
SUAN,75,1.86,1.77,,0.8058,0,0
SUAN,77,2.86,1.80,,0.8058,0,0
SUAN,53,1.35,1.48,,0.8058,0,0
SUAN,51,0.14,1.46,,0.8058,0,0
SUAN,52,0.39,1.47,,0.8058,0,0
SUAN,30,5.00,1.23,,0.8058,0,0
SUAN,6,1.89,1.02,,0.8058,0,0
SUAN,14,0.39,1.09,,0.8058,0,0
SUAN,15,0.77,1.09,,0.8058,0,0
SUAN,19,1.73,1.13,,0.8058,0,0
SUAN,20,1.73,1.14,,0.8058,0,0
SUAN,21,0.69,1.15,,0.8058,0,0
SUAN,50,0.18,1.45,,0.8058,0,0
SUAN,23,0.85,1.17,,0.8058,0,0
SUAN,22,3.52,1.16,,0.8058,0,0
SUAN,25,1.34,1.19,,0.8058,0,0
SUAN,26,0.77,1.20,,0.8058,0,0
SUAN,27,2.10,1.20,,0.8058,0,0
SUAN,28,1.20,1.21,,0.8058,0,0
SUAN,29,0.99,1.22,,0.8058,0,0
SUAN,24,0.51,1.18,,0.8058,0,0
TUBARÁ,29,0.68,0.72,,-1.0507,0,0
TUBARÁ,20,0.59,0.79,,-1.0507,0,0
TUBARÁ,28,2.76,0.72,,-1.0507,0,0
TUBARÁ,27,0.65,0.73,,-1.0507,0,0
TUBARÁ,24,0.70,0.75,,-1.0507,0,0
TUBARÁ,14,0.27,0.84,,-1.0507,0,0
TUBARÁ,44,2.82,0.61,,-1.0507,0,0
TUBARÁ,11,0.34,0.86,,-1.0507,0,0
TUBARÁ,10,1.15,0.87,,-1.0507,0,0
TUBARÁ,8,1.82,0.89,,-1.0507,0,0
TUBARÁ,7,0.75,0.90,,-1.0507,0,0
TUBARÁ,32,2.48,0.69,,-1.0507,0,0
TUBARÁ,13,0.24,0.85,,-1.0507,0,0
TUBARÁ,33,5.70,0.69,,-1.0507,0,0
TUBARÁ,9,1.20,0.88,,-1.0507,0,0
TUBARÁ,48,0.21,0.59,,-1.0507,0,0
TUBARÁ,77,0.50,0.43,,-1.0507,0,0
TUBARÁ,72,0.54,0.45,,-1.0507,0,0
TUBARÁ,67,0.24,0.48,,-1.0507,0,0
TUBARÁ,65,0.10,0.49,,-1.0507,0,0
TUBARÁ,64,1.07,0.49,,-1.0507,0,0
TUBARÁ,63,0.94,0.50,,-1.0507,0,0
TUBARÁ,62,0.20,0.50,,-1.0507,0,0
TUBARÁ,59,1.52,0.52,,-1.0507,0,0
TUBARÁ,69,1.01,0.47,,-1.0507,0,0
TUBARÁ,56,0.92,0.54,,-1.0507,0,0
TUBARÁ,55,0.63,0.54,,-1.0507,0,0
TUBARÁ,54,0.33,0.55,,-1.0507,0,0
TUBARÁ,53,0.24,0.56,,-1.0507,0,0
TUBARÁ,52,0.14,0.56,,-1.0507,0,0
TUBARÁ,51,0.29,0.57,,-1.0507,0,0
TUBARÁ,50,0.38,0.57,,-1.0507,0,0
